Ingrediet Name,Ingredient Parent Name
Dried fenugreek leaves (kasoori methi) roasted,Roasted
Green amaranth leaves chopped, amaranth  
"Fresh thyme sprigs, 1-2 +",Sprig
¾ cup yogurt,¾
Basmati rice soaked for 1 hour and drained,Soaked
Medium green capsicums cut into 3/4 inch squares,Capsicum
Stoned prunes chopped,Prune
Refined flour (maida) (210 grams),Gram
"Fresh thyme sprigs, roughly chopped",Sprig
Farfalle (bow tie pasta) boiled,Bow
Chicken breast  boiled and cut into strips,Boiled
For dressing :,For
Boneless chicken breasts with winglet,Breast
Raw papaya salad to serve,Salad
Upma,Upma
Water Chestnut Flour,Flour
"3-4 medium onions, sliced",Sliced
Castor sugar (caster sugar) 3½ tablespoons,Sugar
Medium red capsicum cut into thin slices,Capsicum
Laccha onion,Onion
"Potatoes  boiled, peeled and cut into 1 inch cubes",Peeled
Rajasthani kadhi,Kadhi
Olive oil 2 tablespoons + for drizzling,Tablespoon
Spring onion greens sliced  2 stalks +,Stalk
Fresh strawberries crushed,Crushed
Yellow capsicum 1 cm cubes,Cube
Feta Cheese,Cheese
"Prawns  shelled, deveined and washed",Shelled
Pineapple peeled and cubed,Peeled
Tamarind pieces,Tamarind 
"Almonds blanched, peeled and halved lengthwise",Peeled
Besan,Besan
Olive oil + for greasing,Oil
Milk chocolate mini bars,Bar
Drumsticks cut into 1 inch pieces,Drumstick
All purpose seasoning,Seasoning
Ajwain leaves,Ajwain 
Guntur red chillies whole,Guntur
Cinnamon 1 inch sticks,Stick
Strawberry compote,Compote
Boneless chicken breast cut into cubes,Breast
cupChopped fresh coriander leaves for garnish,Coriander
Salsa to serve,Salsa
Jamun juice,Juice
white sesame seeds,Sesame
Sugarcane Juice,Juice
Oil for spraying,Oil
Tart shells readymade,Readymade
Onions medium,Medium
Soy sauce 2 teaspoons +,Teaspoon
Onions  grated,Grated
Oil for pan-frying +,Oil
ginger roughly chopped,Ginger
Split green grams with skin (chilkewali moong dal) soaked overnight,Split
Hard boiled eggs cut into round slices for garnish,Egg
Small cabbage grated,Grated
Cauliflower blanched in salted water,Blanched
Berries and cream ice cream sticks for serving,Stick
Brown Bread Slices cut into 16 roundels with cookie cutter,Slice
Bean sprouts blanched,Blanched
Cucumber sliced thinly,Sliced
Crushed nougat,Nougat
Coconut Cream sweetened,Sweetened
White shimeji chopped,Shimeji
Jackfruit cut into 1 inch cubes and boiled,Jackfruit
Dark chocolate  cut into cubes,Chocolate
Raw mangoes peeled and cut into cubes,Peeled
Bamboo shoots tinned,Shoot
Lemongrass stalk bruised,Bruised
For Jain Sichuan sauce,For
"Mutton on bones, cut into 1 inch pieces",Mutton
Bottle gourd (lauki/doodhi) roughly sliced,Sliced
Puffed rice (murmura/kurmura),Puffed
"Green capsicum medium, cut into thin strips",Medium
Nuts cashew nuts and almonds,Nut
2 black cardamoms,Cardamom
Mixed vegetable salad,Salad
Spring Onions chopped,Onion
Gruyere cheese,Cheese
"Capsicum medium, finely chopped",Medium
Paneer (cottage cheese) cut into 1-inch cubes,Cheese
Dark chocolate	 chopped,Chocolate
"Onions large, quartered",Quarte
Bottle gourd (lauki / doodhi) peeled,Peeled
Dried shrimps heads and tails removed,Removed
Salt 2 teaspoons (10 grams),Gram
Yellow zucchini cut into roundels and halved,Zucchini
Large garlic cloves peeled,Peeled
medium onion finely chopped,Onion
Onion layer half,Layer
Cucumber seeded and cubed,Ed
¾ cup whole cashewnuts,¾
Peanuts/Hazelnuts,Peanutshazelnuts
Silver wark,Wark
Figs sliced,Sliced
Coriander powder roasted,Roasted
FOR THE TEMPERING,For
Soaked Chickpea,Chickpea
Sherry,Sherry
Carrot thin strips,Strip
Refined flour tortillas readymade,Readymade
White Butter,Butter
Garlic water,Water
Green spread, spread
Sprouted moth (matki),Moth
Rabdi as required,Requi
Chicken stock ¼ cup + 1,Stock
Sweet corn  boiled,Boiled
Chicken wings disjointed,Disjointed
Small red capsicum finely chopped,Capsicum
"Chicken cut into small pieces,",Chicken
Ivy Gourd quartered vertically,Quarte
Dal tadka masala,Masala
Malt Vinegar,Vinegar
lemon Juice,Juice
Dal stock,Stock
Light brown sugar,Sugar
"Pomfrets fish, slit",Slit
Brinjal cut into dices with skin,Brinjal
Cornflour/ corn starch  crushed,Crushed
Split pigeon pea (toor dal/arhar dal) soaked for 1 hour,Split
For glaze,For
Tapioca,Tapioca
Puri,Puri
Dosa batter Readymade,Batter
Fresh basil leaves fried,Fried
Sundried tomatoes soaked,Soaked
Almond and Pistachio slivers,Sliver
Potato finely sliced,Sliced
Medium yellow capsicum cut into triangles,Capsicum
"Rice , soaked for 30 minutes and drained",Soaked
Paneer (cottage cheese) cut into 1½ inch cubes,Cheese
Sweet date-tamarind chutney,Chutney
Chicken wings tips removed and halved,Removed
"Mixed herbs (dill, parsley and oregano), chopped",Parsley
Fresh cream chopped,Cream
White Wine,Wine
Breads,Bread
Spinach leaves (palak) washed,Washed
Lemon butter,Butter
"Banana peeled, sliced and frozen",Peeled
Fresh jalapenos sliced,Sliced
Roasted Vermicelli roasted,Roasted
Sesame seeds (black) roasted,Roasted
Custard apples (sitaphal),Sitaphal
Pomfret Fillets,Fillet
French Dressing,Dressing
Dried white peas soaked overnight,Soaked
Eggs finely chopped,Egg
Bell pepper triangles,Triangle
boriya mirch,Mirch
Ripe Alphanso mangoes,Mango
Bottle gourd (lauki / doodhi) grated,Grated
Creamy peanut butter for piping,Butter
Jalapenos bottled,Bottled
Tamarind leaves (imli ke patte),Imli
Raisin paste,Paste
Almond blanched and peeled,Blanched
Dry coconut chopped,Coconut
Tomato ketchup for serving,Ketchup
Split skinless black gram soaked overnight,Split
Whipped cream Vanilla,Vanilla
Boneless mutton cut cubes,Cube
asafeotida,Asafeotida
Oil 1 tablespoon + for searing,Tablespoon
Spinach cleaned,Cleaned
Fresh thick yogurt,Yogurt
Spices,Spice
Cauliflower blanched,Blanched
Chocolate syrup 1 teaspoon +,Teaspoon
Prune puree,Prune
Red chilli pickle masala,Masala
Small potatoes,Potato
Tamarind-date chutney,Chutney
"Zatar powder (sumac, dried thyme, dried oregano and roasted ses",Oregano
Fresh mint sprigs for garnish,Sprig
Green capsicums cut into curls,Capsicum
Fresh red chilli cut into flower,Chilli
A spring onion flower,Flower
Medium cauliflower cut into small florets,Cauliflower
Cinnamon powder roughly chopped,Cinnamon
Edible sprinklers for decorating,Sprinkler
Basa fish fillets cut into 1 1/2 inch pieces,Fillet
Flat parsley freshly chopped,Parsley
Indian salmon (rawas) cut into medium pieces,Rawas
Lemon cut into round slices,Lemon
Kasuri Methi,Methi
Baby burger buns,Bun
"Medium potato boiled, peeled and grated",Potato
Fresh mint (pudina) medium bunch,Bunch
Instant Noodles seasoning,Seasoning
Onions finely chopped + for serving,Onion
Red capsicum cut into 1 inch triangles,Capsicum
Beetroots peeled and roughly sliced,Peeled
Pok choy,Choy
Basil leaves hand torn,Torn
Sutarfeni,Sutarfeni
Calcium lactate,Lactate
"Chocolate bittersweet, finely chopped",Bittersweet
Whole green gram soaked,Soaked
Butter 70 grams +,Gram
Musk Melon,Melon
Triangular white bread slices,Slice
Green chuntey, chuntey
"Capsicum small, finely chopped",Capsicum
Soya granules soaked in warm water for 10-15 minutes and drained,Granule
Crab sticks,Stick
Edible sprinklers,Sprinkler
"Tomatoes blanched, seeded and roughly chopped",Blanched
Orange zest chopped,Zest
Oranges peeled and separated into segments and chilled,Peeled
Brown bread slices cut into small cubes and lightly toasted,Slice
Almond extract,Extract
Crushed  Black Pepper,Pepper
Oil 1 tbsp +,Tbsp
Eggs boiled and sliced,Boiled
French bread slices,Slice
Fresh thyme  sprigs,Sprig
SECOND MARINADE,Marinade
egg wash,Wash
Pickle masala gravy,Gravy
Oil for deep frying + for greasing,Oil
Rasgulla ready-made,Readymade
2 teaspoons mustard seeds,Mustard
Tomato thick slices,Slice
Cumin paste,Paste
Whole green gram (sabut moong) soaked for 4 hours,Soaked
Saffron a large pinch,Saffron
"Chicken breasts small boneless, cut into ½ inch pieces",Boneless
Tata Sampann Chicken Masala,Masala
Silver foil,Foil
Dried onion flakes,Flake
Chinese wine,Wine
Boiled Soorati dal khilma,Soorati
For the tempering,For
Khaman crushed,Crushed
Ripe mangoes pulp removed,Removed
Potatoes peeled and cut into thick strips,Peeled
Butter q,Butter
Black bean paste,Paste
"Khaman Dhokla surti or white dhokla, cut into small cubes",Surti
Small yellow capsicum cut into small cubes,Capsicum
Strawberry jam mixed with 2 tbsps water and melted,Mixed
"Tomatoes medium, diced",Medium
Ginger  grated,Grated
Medium green apples,Medium
Ghee for shallow-frying,Ghee
"Tomato blanched, peeled, finely chopped",Peeled
Almonds for garnish,Almond
Yam peeled and diced,Peeled
Chinese cabbage torn,Torn
Orange juice chilled,Chilled
Raw potato salli,Salli
Green garlic roughly chopped,Garlic
Red radish cut into thin strips,Radish
Whole green grams (sabut moong) Soaked and boiled with salt,Soaked
Basmati Rice  soaked,Soaked
Prawns shelled,Shelled
"Red chilli flakes  dried, for sprinkling",Dried
Medium carrot peeled and cut into thin strips,Peeled
Oil of groundnut 1 tablespoon,Oil
Green chiili sauce,Sauce
Fresh jalapenos finely chopped,Jalapeno
Vermicelli (sev),Sev
"Tomatoes raw, cut into cubes",Raw
Garlic (lehsun) powder,Lehsun
Fresh basil leaves roughly torn,Torn
Green peas shelled and boiled,Pea
Pineapple crushed,Crushed
Eggless hakka noodles,Noodle
Thin Coconut Milk,Milk
Fresh Mint Leaves chopped,Mint
Sweet Potatoes,Potato
Green apples Washington,Washington
Split skinless green gram (moong dal),Split
Parmesan cheese 1 tablespoon +,Tablespoon
Green chillies ground,Ground
Pineapple slice,Slice
Chopped onions, onion
Red capsicum large pieces,Capsicum
For frosting,For
Chicken cut into 1 inch pieces,Chicken
Radish cut into thin strips,Radish
Butter for toasting,Butter
Black Olives Pitted pitted,Pitted
Fish fillets halved,Halved
"Green chillies slit and seeded,",Slit
Dark chocolate mini bars,Bar
Green chillies	 finely chopped,Chilli
"Prawns small, shelled, deveined and washed",Deveined
Cheddar cheese cut into ½ cm cubes,Cheese
Sapodilla (chickoo) pulp,Pulp
Fresh spinach leaves (palak) roughly chopped,Spinach
Fine Semolina,Semolina
Medium carrots finely chopped,Carrot
Carrots peeled and cut into small cubes,Peeled
Melted butter 1/3 cup + for greasing,Butter
Mixed Vegetables chopped,Vegetable
Cashewnuts halved and fried,Halved
Dark cooking chocolate chopped,Chocolate
Dry coconut,Coconut
Asafeotida (hing),Hing
Cinnamon powder for sprinkling,Cinnamon
Coffee yogurt,Yogurt
Refined flour rotis,Rotis
Omelette squares,Square
For Peri Peri Paste,For
Egg yolks beaten,Beaten
Musterd seeds,Musterd 
Burger buns mini,Mini
Oil 1½ tbsp + for greasing and drizzling,Tbsp
Carrots blanched and pureed,Blanched
Walnuts broken,Broken
Capsicum julienned,Julienned
Malai paneer,Paneer
Garam masala powder 1 tablespoon,Masala
Refined flour (maida) Pancakes,Pancake
Green capsicum and red capsicum,Capsicum
Banana leaves	 cut into square pieces,Banana
Fenugreek seeds (methi dana) optional,Optional
Methi seeds,Methi 
Garlic mayo,Mayo
Extra-virgin olive oil 3 tablespoons +,Tablespoon
Boneless chicken leg cut into cubes,Leg
Oyster sauce (optional),Sauce
Carrot cut into 1 inch thick strips,Carrot
Golden apricots soaked,Soaked
Medium carrots peeled and cut into 1/2 inch cubes,Peeled
beetroot boiled and peeled,Boiled
Chicken wings tips removed,Removed
LEMON SQUASH,Squash
Green Capsicum chopped, capsicum 
Cooked Leftover Chana Masala,Cooked
Boneless chicken legs cut into 1/2 inch pieces,Leg
Sichuan seasoning,Seasoning
Large custard apple seeded and pulp removed,Removed
Chickpeas boiled and peeled  1 cup + for topping,Chickpea
Melted butter basting,Basting
Iceberg lettuce Shredded,Shded
Large raw bananas boiled and peeled,Banana
Paprika powder for sprinkling,Paprika
Potato cut into small pieces,Potato
Indian jujube (ber),Ber
"Chocolate sponge roundels, 4 x ½",Roundel
Red pepper, pepper
Boneless basa fish fillets  cut into 1-inch cubes,Fillet
Shortcrust pastry,Pastry
Carrots boiled and mashed,Carrot
Carrots	 peeled,Peeled
Pineapple wedges,Wedge
English mustard powder,Mustard
Rice Flour 1 1/4 cups +,Flour
Red bird's-eye chillies finely chopped,Chilli
Scraped coconut roasted,Scraped
Sour cream to serve,Cream
Garlic chives blanched,Blanched
Saffron (kesar) for garnishing,Kesar
Milk 1 cup (240 ml),Milk
Chaat masala 1½ teaspoons,Teaspoon
Babycorns chopped,Babycorns 
Dried red chilli flakes to sprinkle,Flake
Onions sliced and fried,Sliced
Medium potatoes peeled and havled,Peeled
Plain nylon sev,Sev
Spinach  chopped,Spinach 
"Eggs boiled, peeled and roughly chopped",Peeled
"Split Bengal gram (chana dal) , soaked for 30 minutes and drained",Split
Cheddar cheese slices,Slice
"Potatoes with skin, non-starchy",Potato
Jeshtamadh powder,Jeshtamadh 
Unsalted butter frozen,Frozen
Lotus Stems pressure-cooked up to 4 whistles and puréed,Pressurecooked
For Crumble,For
Clarified butter for drizzling,Clarified
Rose Petals,Petal
Chocolate cookies broken,Broken
"Beetroot medium, grated",Grated
Pressed rice (poha) soaked,Soaked
Cornmeal (makai ka atta),Atta
"Mango peeled, seeded and cut into small pieces",Peeled
Carrots peeled and cut into diamonds,Peeled
Parmesan cheese to sprinkle,Cheese
Kachori dough,Dough
Unsalted butter ½ cup + 2 teaspoons +,Teaspoon
For Sarson Da Saag,For
King Fish pieces,Fish
Mustard microgreens,Micros
Sugar (1 kilogram),Kilogram
Prawns (medium) deveined and chopped,Medium
Rice soaked overnight and drained,Soaked
spinach pasta dough fresh,Dough
Fresh chives finely hopped,Hopped
Whole red lentils (sabut masoor) soaked for 3-4 hours and drained,Soaked
Cocoa powder unsweetened,Unsweetened
"Oregano dried, 1/2 teaspoon",Dried
Shallot finely chopped,Shallot
Salt `,Salt
Focaccia,Focaccia
Slender brinjals,Brinjal
Garlic chutney,Chutney
Potato cut into small cubes,Potato
Chilli-garlic chutney,Chutney
Celery thickly sliced,Sliced
Split Bengal gram (chana dal) slit,Split
Red capsicum a few thin strips,Capsicum
Carrots 1/2 cm cubes,Cube
"Eggs boiled, peeled and cut into half",Peeled
Ginger-garlic-green chilli-cumin seed paste,Paste
Champagne,Champagne
Drum sticks peeled and cut into 1 inch pieces,Stick
Alphonso mango pulp,Pulp
Medium pears,Pear
Soya bean chunks soaked for 10-15 minutes drained and halved,Chunk
Dried Golden Apricots,Apricot
Saffron (kesar) 2 pinches +,Kesar
Butter softened  3/4 cup + for greasing,Softened
Fried Noodles crushed,Crushed
Refined Flour 140 gms +,Gm
Flax seeds powder,Flax  
Buttermilk sour,Sour
Avocado seeded and sliced,Ed
Eggless sponge cake,Cake
Toor dal soaked and pressure cooked with turmeric powder,Soaked
Fusilli Pasta,Pasta
Green capsicum  cut into 1 inch pieces,Capsicum
Crème anglaise,Anglaise
Chia seeds soaked,Soaked
Seekh Kebab cut into 1 1/2 inch pieces,Into
Hazelnuts 100 grams +,Gram
Split pigeon pea (toor dal/arhar dal)  soaked for 30 minutes and drained,Split
Green capsicums seeded and chopped finely,Ed
Fresh mint leaves 12-15 +,Mint
Small red bell pepper triangle,Triangle
Medium prawns peeled and deveined with tails intact,Intact
Onion rings caramelized,Caramelized
Colourful chocolate candies for topping,Candy
Ginger finely chopepd,Chopepd
French beans Cut into ½ inch pieces and blanched,Bean
Kidney beans cooked,Bean
Lemon quartered,Quarte
Refined flour (maida) 1¼ cups,Maida
Mozzarella cheese 1/4 inch pieces,Cheese
dried cranberries,Cranberry
Potato medium,Medium
Biscuits cracker,Cracker
Pickled jalapenos seeded and finely chopped,Ed
"Green zucchini small, cut into diamonds",Zucchini
Plain chocolate grated,Grated
Raw Papaya grated,Grated
Garlic cloves grated,Grated
Chocolate filling,Filling
Yellow bell pepper cut into medium pieces,Pepper
Orange juice fresh mandarin,Mandarin
"Potatoes parboiled, cut into cubes",Parboiled
Jaan Liqueur (paan flavoured liqueur),Liqueur
Ghee  1/4 cup +,Ghee 
Spinach (palak) blanched and chopped,Blanched
"Mixed Berries (strawberries, blueberries, green and red grapes)",Blueberry
"onion large, finely chopped",Onion
Parsley freshly chopped,Parsley
Lychees seeds removed,Removed
Fresh Ripe Peaches,Peach
Small rasgullas,Rasgullas
Green Chillies steeped in vinegar,Chilli
Sweetened condensed milk reduced,Uced
Dates seeded and soaked for 2-3 hours,Date
Salted peanuts crushed,Crushed
citric acid,Acid
Mixed coloured peppers cut into thin strips,Pepper
Refined flour sifted,Flour
rice flour,Flour
Onoins finely chopped,Onoins
Mint paste,Paste
Apple cored and sliced,Co
Strawberries hulled and roughly chopped,Hulled
Cottage cheese (paneer) cubes,Cube
Castpr sugar,Sugar
Melted dark chocolate as required,Melted
Breadcrumbs for coating,Breadcrumb
Ghee 3 teaspoons +,Teaspoon
Slivered almonds for garnish,Almond
Edible green colour few,Edible
Garam masala powder 2-3 teaspoons,Masala
Toppings,Topping
Split skinless black gram (urad dal),Split
Chocolate milk,Milk
Unsalted Nutralite softened,Softened
Mustard sauce grainy,Sauce
Wholewheat Flour rotis,Rotis
Unripe papaya paste,Paste
Cream 2 tablespoons + to garnish,Tablespoon
Cottage cheese 1/2 inch cubes,Cheese
Ghee for deep frying,Ghee
Saffron aioli,Aioli
Cheddar cheese grared,Gra
Rice noodles soaked in hot water,Soaked
Ghee 1½ tablespoons +,Tablespoon
Ginger 1/2 inch,Ginger 
Butterscotch ice cream,Cream
pistachios slivered,Slive
Sweet Potato,Potato
Red pumpkin (bhopla/kaddu) grated,Grated
Tinned Jackfruit,Jackfruit
Bhuna Masala,Masala
Ginger-garlic paste paste,Paste
Aloo parantha,Parantha
Crumbled cake,Cake
Scrapped coconut fresh,Coconut
Grated chocolate,Chocolate
"Mixed nuts chopped, ½ cup +",Nut
Fenugreek seeds Soaked overnight and boiled,Soaked
French beans stringed and halved,Stringed
Butter for cooking + for serving,Butter
Boondi unsalted,Unsalted
Readymade,Readymade
Potatoes used for fries,Potato
"Purple cabbage small, shredded",Cabbage
Dark Brown Sugar 2 packed tablespoons,Packed
Ghee 4 tablespoons +,Tablespoon
Boneless chicken breasts ¾ inch cubes,Cube
Kidney Beans boiled,Boiled
Mutton cut into 1 1/2 inch pieces on the bone,Mutton
Roasted peanuts roasted peanuts,Peanut
Chicken Bones,Bone
Raw rice washed and soaked for 4 hours,Washed
"coriander leaves finely chopped, 1 tablespoon",Coriander
